Gene	Vogelstein	COSMIC_CGC	OncoKB	IntOGen
BG_09635	0	0	0	0
BG_09636	0	0	0	0
BG_09637	0	0	0	0
BG_09638	0	0	0	0
BG_09639	0	0	0	0
BG_09640	0	0	0	0
BG_09641	0	0	0	0
BG_09642	0	0	0	0
BG_09643	0	0	0	0
BG_09644	0	0	0	0
BG_09645	0	0	0	0
BG_09646	0	0	0	0
BG_09647	0	0	0	0
BG_09648	0	0	0	0
BG_09649	0	0	0	0
BG_09650	0	0	0	0
BG_09651	0	0	0	0
BG_09652	0	0	0	0
BG_09653	0	0	0	0
BG_09654	0	0	0	0
BG_09655	0	0	0	0
BG_09656	0	0	0	0
BG_09657	0	0	0	0
BG_09658	0	0	0	0
BG_09659	0	0	0	0
BG_09660	0	0	0	0
BG_09661	0	0	0	0
BG_09662	0	0	0	0
BG_09663	0	0	0	0
BG_09664	0	0	0	0
BG_09665	0	0	0	0
BG_09666	0	0	0	0
BG_09667	0	0	0	0
BG_09668	0	0	0	0
BG_09669	0	0	0	0
BG_09670	0	0	0	0
BG_09671	0	0	0	0
BG_09672	0	0	0	0
BG_09673	0	0	0	0
BG_09674	0	0	0	0
BG_09675	0	0	0	0
BG_09676	0	0	0	0
BG_09677	0	0	0	0
BG_09678	0	0	0	0
BG_09679	0	0	0	0
BG_09680	0	0	0	0
BG_09681	0	0	0	0
BG_09682	0	0	0	0
BG_09683	0	0	0	0
BG_09684	0	0	0	0
BG_09685	0	0	0	0
BG_09686	0	0	0	0
BG_09687	0	0	0	0
BG_09688	0	0	0	0
BG_09689	0	0	0	0
BG_09690	0	0	0	0
BG_09691	0	0	0	0
BG_09692	0	0	0	0
BG_09693	0	0	0	0
BG_09694	0	0	0	0
BG_09695	0	0	0	0
BG_09696	0	0	0	0
BG_09697	0	0	0	0
BG_09698	0	0	0	0
BG_09699	0	0	0	0
BG_09700	0	0	0	0
BG_09701	0	0	0	0
BG_09702	0	0	0	0
BG_09703	0	0	0	0
BG_09704	0	0	0	0
BG_09705	0	0	0	0
BG_09706	0	0	0	0
BG_09707	0	0	0	0
BG_09708	0	0	0	0
BG_09709	0	0	0	0
BG_09710	0	0	0	0
BG_09711	0	0	0	0
BG_09712	0	0	0	0
BG_09713	0	0	0	0
BG_09714	0	0	0	0
BG_09715	0	0	0	0
BG_09716	0	0	0	0
BG_09717	0	0	0	0
BG_09718	0	0	0	0
BG_09719	0	0	0	0
BG_09720	0	0	0	0
BG_09721	0	0	0	0
BG_09722	0	0	0	0
BG_09723	0	0	0	0
BG_09724	0	0	0	0
BG_09725	0	0	0	0
BG_09726	0	0	0	0
BG_09727	0	0	0	0
BG_09728	0	0	0	0
BG_09729	0	0	0	0
BG_09730	0	0	0	0
BG_09731	0	0	0	0
BG_09732	0	0	0	0
BG_09733	0	0	0	0
BG_09734	0	0	0	0
BG_09735	0	0	0	0
BG_09736	0	0	0	0
BG_09737	0	0	0	0
BG_09738	0	0	0	0
BG_09739	0	0	0	0
BG_09740	0	0	0	0
BG_09741	0	0	0	0
BG_09742	0	0	0	0
BG_09743	0	0	0	0
BG_09744	0	0	0	0
BG_09745	0	0	0	0
BG_09746	0	0	0	0
BG_09747	0	0	0	0
BG_09748	0	0	0	0
BG_09749	0	0	0	0
BG_09750	0	0	0	0
BG_09751	0	0	0	0
BG_09752	0	0	0	0
BG_09753	0	0	0	0
BG_09754	0	0	0	0
BG_09755	0	0	0	0
BG_09756	0	0	0	0
BG_09757	0	0	0	0
BG_09758	0	0	0	0
BG_09759	0	0	0	0
BG_09760	0	0	0	0
BG_09761	0	0	0	0
BG_09762	0	0	0	0
BG_09763	0	0	0	0
BG_09764	0	0	0	0
BG_09765	0	0	0	0
BG_09766	0	0	0	0
BG_09767	0	0	0	0
BG_09768	0	0	0	0
BG_09769	0	0	0	0
BG_09770	0	0	0	0
BG_09771	0	0	0	0
BG_09772	0	0	0	0
BG_09773	0	0	0	0
BG_09774	0	0	0	0
BG_09775	0	0	0	0
BG_09776	0	0	0	0
BG_09777	0	0	0	0
BG_09778	0	0	0	0
BG_09779	0	0	0	0
BG_09780	0	0	0	0
BG_09781	0	0	0	0
BG_09782	0	0	0	0
BG_09783	0	0	0	0
BG_09784	0	0	0	0
BG_09785	0	0	0	0
BG_09786	0	0	0	0
BG_09787	0	0	0	0
BG_09788	0	0	0	0
BG_09789	0	0	0	0
BG_09790	0	0	0	0
BG_09791	0	0	0	0
BG_09792	0	0	0	0
BG_09793	0	0	0	0
BG_09794	0	0	0	0
BG_09795	0	0	0	0
BG_09796	0	0	0	0
BG_09797	0	0	0	0
BG_09798	0	0	0	0
BG_09799	0	0	0	0
BG_09800	0	0	0	0
BG_09801	0	0	0	0
BG_09802	0	0	0	0
BG_09803	0	0	0	0
BG_09804	0	0	0	0
BG_09805	0	0	0	0
BG_09806	0	0	0	0
BG_09807	0	0	0	0
BG_09808	0	0	0	0
BG_09809	0	0	0	0
BG_09810	0	0	0	0
BG_09811	0	0	0	0
BG_09812	0	0	0	0
BG_09813	0	0	0	0
BG_09814	0	0	0	0
BG_09815	0	0	0	0
BG_09816	0	0	0	0
BG_09817	0	0	0	0
BG_09818	0	0	0	0
BG_09819	0	0	0	0
BG_09820	0	0	0	0
BG_09821	0	0	0	0
BG_09822	0	0	0	0
BG_09823	0	0	0	0
BG_09824	0	0	0	0
BG_09825	0	0	0	0
BG_09826	0	0	0	0
BG_09827	0	0	0	0
BG_09828	0	0	0	0
BG_09829	0	0	0	0
BG_09830	0	0	0	0
BG_09831	0	0	0	0
BG_09832	0	0	0	0
BG_09833	0	0	0	0
BG_09834	0	0	0	0
BG_09835	0	0	0	0
BG_09836	0	0	0	0
BG_09837	0	0	0	0
BG_09838	0	0	0	0
BG_09839	0	0	0	0
BG_09840	0	0	0	0
BG_09841	0	0	0	0
BG_09842	0	0	0	0
BG_09843	0	0	0	0
BG_09844	0	0	0	0
BG_09845	0	0	0	0
BG_09846	0	0	0	0
BG_09847	0	0	0	0
BG_09848	0	0	0	0
BG_09849	0	0	0	0
BG_09850	0	0	0	0
BG_09851	0	0	0	0
BG_09852	0	0	0	0
BG_09853	0	0	0	0
BG_09854	0	0	0	0
BG_09855	0	0	0	0
BG_09856	0	0	0	0
BG_09857	0	0	0	0
BG_09858	0	0	0	0
BG_09859	0	0	0	0
BG_09860	0	0	0	0
BG_09861	0	0	0	0
BG_09862	0	0	0	0
BG_09863	0	0	0	0
BG_09864	0	0	0	0
BG_09865	0	0	0	0
BG_09866	0	0	0	0
BG_09867	0	0	0	0
BG_09868	0	0	0	0
BG_09869	0	0	0	0
BG_09870	0	0	0	0
BG_09871	0	0	0	0
BG_09872	0	0	0	0
BG_09873	0	0	0	0
BG_09874	0	0	0	0
BG_09875	0	0	0	0
BG_09876	0	0	0	0
BG_09877	0	0	0	0
BG_09878	0	0	0	0
BG_09879	0	0	0	0
BG_09880	0	0	0	0
BG_09881	0	0	0	0
BG_09882	0	0	0	0
BG_09883	0	0	0	0
BG_09884	0	0	0	0
BG_09885	0	0	0	0
BG_09886	0	0	0	0
BG_09887	0	0	0	0
BG_09888	0	0	0	0
BG_09889	0	0	0	0
BG_09890	0	0	0	0
BG_09891	0	0	0	0
BG_09892	0	0	0	0
BG_09893	0	0	0	0
BG_09894	0	0	0	0
BG_09895	0	0	0	0
BG_09896	0	0	0	0
BG_09897	0	0	0	0
BG_09898	0	0	0	0
BG_09899	0	0	0	0
BG_09900	0	0	0	0
BG_09901	0	0	0	0
BG_09902	0	0	0	0
BG_09903	0	0	0	0
BG_09904	0	0	0	0
BG_09905	0	0	0	0
BG_09906	0	0	0	0
BG_09907	0	0	0	0
BG_09908	0	0	0	0
BG_09909	0	0	0	0
BG_09910	0	0	0	0
BG_09911	0	0	0	0
BG_09912	0	0	0	0
BG_09913	0	0	0	0
BG_09914	0	0	0	0
BG_09915	0	0	0	0
BG_09916	0	0	0	0
BG_09917	0	0	0	0
BG_09918	0	0	0	0
BG_09919	0	0	0	0
BG_09920	0	0	0	0
BG_09921	0	0	0	0
BG_09922	0	0	0	0
BG_09923	0	0	0	0
BG_09924	0	0	0	0
BG_09925	0	0	0	0
BG_09926	0	0	0	0
BG_09927	0	0	0	0
BG_09928	0	0	0	0
BG_09929	0	0	0	0
BG_09930	0	0	0	0
BG_09931	0	0	0	0
BG_09932	0	0	0	0
BG_09933	0	0	0	0
BG_09934	0	0	0	0
BG_09935	0	0	0	0
BG_09936	0	0	0	0
BG_09937	0	0	0	0
BG_09938	0	0	0	0
BG_09939	0	0	0	0
BG_09940	0	0	0	0
BG_09941	0	0	0	0
BG_09942	0	0	0	0
BG_09943	0	0	0	0
BG_09944	0	0	0	0
BG_09945	0	0	0	0
BG_09946	0	0	0	0
BG_09947	0	0	0	0
BG_09948	0	0	0	0
BG_09949	0	0	0	0
BG_09950	0	0	0	0
BG_09951	0	0	0	0
BG_09952	0	0	0	0
BG_09953	0	0	0	0
BG_09954	0	0	0	0
BG_09955	0	0	0	0
BG_09956	0	0	0	0
BG_09957	0	0	0	0
BG_09958	0	0	0	0
BG_09959	0	0	0	0
BG_09960	0	0	0	0
BG_09961	0	0	0	0
BG_09962	0	0	0	0
BG_09963	0	0	0	0
BG_09964	0	0	0	0
BG_09965	0	0	0	0
BG_09966	0	0	0	0
BG_09967	0	0	0	0
BG_09968	0	0	0	0
BG_09969	0	0	0	0
BG_09970	0	0	0	0
BG_09971	0	0	0	0
BG_09972	0	0	0	0
BG_09973	0	0	0	0
BG_09974	0	0	0	0
BG_09975	0	0	0	0
BG_09976	0	0	0	0
BG_09977	0	0	0	0
BG_09978	0	0	0	0
BG_09979	0	0	0	0
BG_09980	0	0	0	0
BG_09981	0	0	0	0
BG_09982	0	0	0	0
BG_09983	0	0	0	0
BG_09984	0	0	0	0
BG_09985	0	0	0	0
BG_09986	0	0	0	0
BG_09987	0	0	0	0
BG_09988	0	0	0	0
BG_09989	0	0	0	0
BG_09990	0	0	0	0
BG_09991	0	0	0	0
BG_09992	0	0	0	0
BG_09993	0	0	0	0
BG_09994	0	0	0	0
BG_09995	0	0	0	0
BG_09996	0	0	0	0
BG_09997	0	0	0	0
BG_09998	0	0	0	0
BG_09999	0	0	0	0
BG_10000	0	0	0	0
BG_10001	0	0	0	0
BG_10002	0	0	0	0
BG_10003	0	0	0	0
BG_10004	0	0	0	0
BG_10005	0	0	0	0
BG_10006	0	0	0	0
BG_10007	0	0	0	0
BG_10008	0	0	0	0
BG_10009	0	0	0	0
BG_10010	0	0	0	0
BG_10011	0	0	0	0
BG_10012	0	0	0	0
BG_10013	0	0	0	0
BG_10014	0	0	0	0
BG_10015	0	0	0	0
BG_10016	0	0	0	0
BG_10017	0	0	0	0
BG_10018	0	0	0	0
BG_10019	0	0	0	0
BG_10020	0	0	0	0
BG_10021	0	0	0	0
BG_10022	0	0	0	0
BG_10023	0	0	0	0
BG_10024	0	0	0	0
BG_10025	0	0	0	0
BG_10026	0	0	0	0
BG_10027	0	0	0	0
BG_10028	0	0	0	0
BG_10029	0	0	0	0
BG_10030	0	0	0	0
BG_10031	0	0	0	0
BG_10032	0	0	0	0
BG_10033	0	0	0	0
BG_10034	0	0	0	0
BG_10035	0	0	0	0
BG_10036	0	0	0	0
BG_10037	0	0	0	0
BG_10038	0	0	0	0
BG_10039	0	0	0	0
BG_10040	0	0	0	0
BG_10041	0	0	0	0
BG_10042	0	0	0	0
BG_10043	0	0	0	0
BG_10044	0	0	0	0
BG_10045	0	0	0	0
BG_10046	0	0	0	0
BG_10047	0	0	0	0
BG_10048	0	0	0	0
BG_10049	0	0	0	0
BG_10050	0	0	0	0
BG_10051	0	0	0	0
BG_10052	0	0	0	0
BG_10053	0	0	0	0
BG_10054	0	0	0	0
BG_10055	0	0	0	0
BG_10056	0	0	0	0
BG_10057	0	0	0	0
BG_10058	0	0	0	0
BG_10059	0	0	0	0
BG_10060	0	0	0	0
BG_10061	0	0	0	0
BG_10062	0	0	0	0
BG_10063	0	0	0	0
BG_10064	0	0	0	0
BG_10065	0	0	0	0
BG_10066	0	0	0	0
BG_10067	0	0	0	0
BG_10068	0	0	0	0
BG_10069	0	0	0	0
BG_10070	0	0	0	0
BG_10071	0	0	0	0
BG_10072	0	0	0	0
BG_10073	0	0	0	0
BG_10074	0	0	0	0
BG_10075	0	0	0	0
BG_10076	0	0	0	0
BG_10077	0	0	0	0
BG_10078	0	0	0	0
BG_10079	0	0	0	0
BG_10080	0	0	0	0
BG_10081	0	0	0	0
BG_10082	0	0	0	0
BG_10083	0	0	0	0
BG_10084	0	0	0	0
BG_10085	0	0	0	0
BG_10086	0	0	0	0
BG_10087	0	0	0	0
BG_10088	0	0	0	0
BG_10089	0	0	0	0
BG_10090	0	0	0	0
BG_10091	0	0	0	0
BG_10092	0	0	0	0
BG_10093	0	0	0	0
BG_10094	0	0	0	0
BG_10095	0	0	0	0
BG_10096	0	0	0	0
BG_10097	0	0	0	0
BG_10098	0	0	0	0
BG_10099	0	0	0	0
BG_10100	0	0	0	0
BG_10101	0	0	0	0
BG_10102	0	0	0	0
BG_10103	0	0	0	0
BG_10104	0	0	0	0
BG_10105	0	0	0	0
BG_10106	0	0	0	0
BG_10107	0	0	0	0
BG_10108	0	0	0	0
BG_10109	0	0	0	0
BG_10110	0	0	0	0
BG_10111	0	0	0	0
BG_10112	0	0	0	0
BG_10113	0	0	0	0
BG_10114	0	0	0	0
BG_10115	0	0	0	0
BG_10116	0	0	0	0
BG_10117	0	0	0	0
BG_10118	0	0	0	0
BG_10119	0	0	0	0
BG_10120	0	0	0	0
BG_10121	0	0	0	0
BG_10122	0	0	0	0
BG_10123	0	0	0	0
BG_10124	0	0	0	0
BG_10125	0	0	0	0
BG_10126	0	0	0	0
BG_10127	0	0	0	0
BG_10128	0	0	0	0
BG_10129	0	0	0	0
BG_10130	0	0	0	0
BG_10131	0	0	0	0
BG_10132	0	0	0	0
BG_10133	0	0	0	0
BG_10134	0	0	0	0
BG_10135	0	0	0	0
BG_10136	0	0	0	0
BG_10137	0	0	0	0
BG_10138	0	0	0	0
BG_10139	0	0	0	0
BG_10140	0	0	0	0
BG_10141	0	0	0	0
BG_10142	0	0	0	0
BG_10143	0	0	0	0
BG_10144	0	0	0	0
BG_10145	0	0	0	0
BG_10146	0	0	0	0
BG_10147	0	0	0	0
BG_10148	0	0	0	0
BG_10149	0	0	0	0
BG_10150	0	0	0	0
BG_10151	0	0	0	0
BG_10152	0	0	0	0
BG_10153	0	0	0	0
BG_10154	0	0	0	0
BG_10155	0	0	0	0
BG_10156	0	0	0	0
BG_10157	0	0	0	0
BG_10158	0	0	0	0
BG_10159	0	0	0	0
BG_10160	0	0	0	0
BG_10161	0	0	0	0
BG_10162	0	0	0	0
BG_10163	0	0	0	0
BG_10164	0	0	0	0
BG_10165	0	0	0	0
BG_10166	0	0	0	0
BG_10167	0	0	0	0
BG_10168	0	0	0	0
BG_10169	0	0	0	0
BG_10170	0	0	0	0
BG_10171	0	0	0	0
BG_10172	0	0	0	0
BG_10173	0	0	0	0
BG_10174	0	0	0	0
BG_10175	0	0	0	0
BG_10176	0	0	0	0
BG_10177	0	0	0	0
BG_10178	0	0	0	0
BG_10179	0	0	0	0
BG_10180	0	0	0	0
BG_10181	0	0	0	0
BG_10182	0	0	0	0
BG_10183	0	0	0	0
BG_10184	0	0	0	0
BG_10185	0	0	0	0
BG_10186	0	0	0	0
BG_10187	0	0	0	0
BG_10188	0	0	0	0
BG_10189	0	0	0	0
BG_10190	0	0	0	0
BG_10191	0	0	0	0
BG_10192	0	0	0	0
BG_10193	0	0	0	0
BG_10194	0	0	0	0
BG_10195	0	0	0	0
BG_10196	0	0	0	0
BG_10197	0	0	0	0
BG_10198	0	0	0	0
BG_10199	0	0	0	0
BG_10200	0	0	0	0
BG_10201	0	0	0	0
BG_10202	0	0	0	0
BG_10203	0	0	0	0
BG_10204	0	0	0	0
BG_10205	0	0	0	0
BG_10206	0	0	0	0
BG_10207	0	0	0	0
BG_10208	0	0	0	0
BG_10209	0	0	0	0
BG_10210	0	0	0	0
BG_10211	0	0	0	0
BG_10212	0	0	0	0
BG_10213	0	0	0	0
BG_10214	0	0	0	0
BG_10215	0	0	0	0
BG_10216	0	0	0	0
BG_10217	0	0	0	0
BG_10218	0	0	0	0
BG_10219	0	0	0	0
BG_10220	0	0	0	0
BG_10221	0	0	0	0
BG_10222	0	0	0	0
BG_10223	0	0	0	0
BG_10224	0	0	0	0
BG_10225	0	0	0	0
BG_10226	0	0	0	0
BG_10227	0	0	0	0
BG_10228	0	0	0	0
BG_10229	0	0	0	0
BG_10230	0	0	0	0
BG_10231	0	0	0	0
BG_10232	0	0	0	0
BG_10233	0	0	0	0
BG_10234	0	0	0	0
BG_10235	0	0	0	0
BG_10236	0	0	0	0
BG_10237	0	0	0	0
BG_10238	0	0	0	0
BG_10239	0	0	0	0
BG_10240	0	0	0	0
BG_10241	0	0	0	0
BG_10242	0	0	0	0
BG_10243	0	0	0	0
BG_10244	0	0	0	0
BG_10245	0	0	0	0
BG_10246	0	0	0	0
BG_10247	0	0	0	0
BG_10248	0	0	0	0
BG_10249	0	0	0	0
BG_10250	0	0	0	0
BG_10251	0	0	0	0
BG_10252	0	0	0	0
BG_10253	0	0	0	0
BG_10254	0	0	0	0
BG_10255	0	0	0	0
BG_10256	0	0	0	0
BG_10257	0	0	0	0
BG_10258	0	0	0	0
BG_10259	0	0	0	0
BG_10260	0	0	0	0
BG_10261	0	0	0	0
BG_10262	0	0	0	0
BG_10263	0	0	0	0
BG_10264	0	0	0	0
BG_10265	0	0	0	0
BG_10266	0	0	0	0
BG_10267	0	0	0	0
BG_10268	0	0	0	0
BG_10269	0	0	0	0
BG_10270	0	0	0	0
BG_10271	0	0	0	0
BG_10272	0	0	0	0
BG_10273	0	0	0	0
BG_10274	0	0	0	0
BG_10275	0	0	0	0
BG_10276	0	0	0	0
BG_10277	0	0	0	0
BG_10278	0	0	0	0
BG_10279	0	0	0	0
BG_10280	0	0	0	0
BG_10281	0	0	0	0
BG_10282	0	0	0	0
BG_10283	0	0	0	0
BG_10284	0	0	0	0
BG_10285	0	0	0	0
BG_10286	0	0	0	0
BG_10287	0	0	0	0
BG_10288	0	0	0	0
BG_10289	0	0	0	0
BG_10290	0	0	0	0
BG_10291	0	0	0	0
BG_10292	0	0	0	0
BG_10293	0	0	0	0
BG_10294	0	0	0	0
BG_10295	0	0	0	0
BG_10296	0	0	0	0
BG_10297	0	0	0	0
BG_10298	0	0	0	0
BG_10299	0	0	0	0
BG_10300	0	0	0	0
BG_10301	0	0	0	0
BG_10302	0	0	0	0
BG_10303	0	0	0	0
BG_10304	0	0	0	0
BG_10305	0	0	0	0
BG_10306	0	0	0	0
BG_10307	0	0	0	0
BG_10308	0	0	0	0
BG_10309	0	0	0	0
BG_10310	0	0	0	0
BG_10311	0	0	0	0
BG_10312	0	0	0	0
BG_10313	0	0	0	0
BG_10314	0	0	0	0
BG_10315	0	0	0	0
BG_10316	0	0	0	0
BG_10317	0	0	0	0
BG_10318	0	0	0	0
BG_10319	0	0	0	0
BG_10320	0	0	0	0
BG_10321	0	0	0	0
BG_10322	0	0	0	0
BG_10323	0	0	0	0
BG_10324	0	0	0	0
BG_10325	0	0	0	0
BG_10326	0	0	0	0
BG_10327	0	0	0	0
BG_10328	0	0	0	0
BG_10329	0	0	0	0
BG_10330	0	0	0	0
BG_10331	0	0	0	0
BG_10332	0	0	0	0
BG_10333	0	0	0	0
BG_10334	0	0	0	0
BG_10335	0	0	0	0
BG_10336	0	0	0	0
BG_10337	0	0	0	0
BG_10338	0	0	0	0
BG_10339	0	0	0	0
BG_10340	0	0	0	0
BG_10341	0	0	0	0
BG_10342	0	0	0	0
BG_10343	0	0	0	0
BG_10344	0	0	0	0
BG_10345	0	0	0	0
BG_10346	0	0	0	0
BG_10347	0	0	0	0
BG_10348	0	0	0	0
BG_10349	0	0	0	0
BG_10350	0	0	0	0
BG_10351	0	0	0	0
BG_10352	0	0	0	0
BG_10353	0	0	0	0
BG_10354	0	0	0	0
BG_10355	0	0	0	0
BG_10356	0	0	0	0
BG_10357	0	0	0	0
BG_10358	0	0	0	0
BG_10359	0	0	0	0
BG_10360	0	0	0	0
BG_10361	0	0	0	0
BG_10362	0	0	0	0
BG_10363	0	0	0	0
BG_10364	0	0	0	0
BG_10365	0	0	0	0
BG_10366	0	0	0	0
BG_10367	0	0	0	0
BG_10368	0	0	0	0
BG_10369	0	0	0	0
BG_10370	0	0	0	0
BG_10371	0	0	0	0
BG_10372	0	0	0	0
BG_10373	0	0	0	0
BG_10374	0	0	0	0
BG_10375	0	0	0	0
BG_10376	0	0	0	0
BG_10377	0	0	0	0
BG_10378	0	0	0	0
BG_10379	0	0	0	0
BG_10380	0	0	0	0
BG_10381	0	0	0	0
BG_10382	0	0	0	0
BG_10383	0	0	0	0
BG_10384	0	0	0	0
BG_10385	0	0	0	0
BG_10386	0	0	0	0
BG_10387	0	0	0	0
BG_10388	0	0	0	0
BG_10389	0	0	0	0
BG_10390	0	0	0	0
BG_10391	0	0	0	0
BG_10392	0	0	0	0
BG_10393	0	0	0	0
BG_10394	0	0	0	0
BG_10395	0	0	0	0
BG_10396	0	0	0	0
BG_10397	0	0	0	0
BG_10398	0	0	0	0
BG_10399	0	0	0	0
BG_10400	0	0	0	0
BG_10401	0	0	0	0
BG_10402	0	0	0	0
BG_10403	0	0	0	0
BG_10404	0	0	0	0
BG_10405	0	0	0	0
BG_10406	0	0	0	0
BG_10407	0	0	0	0
BG_10408	0	0	0	0
BG_10409	0	0	0	0
BG_10410	0	0	0	0
BG_10411	0	0	0	0
BG_10412	0	0	0	0
BG_10413	0	0	0	0
BG_10414	0	0	0	0
BG_10415	0	0	0	0
BG_10416	0	0	0	0
BG_10417	0	0	0	0
BG_10418	0	0	0	0
BG_10419	0	0	0	0
BG_10420	0	0	0	0
BG_10421	0	0	0	0
BG_10422	0	0	0	0
BG_10423	0	0	0	0
BG_10424	0	0	0	0
BG_10425	0	0	0	0
BG_10426	0	0	0	0
BG_10427	0	0	0	0
BG_10428	0	0	0	0
BG_10429	0	0	0	0
BG_10430	0	0	0	0
BG_10431	0	0	0	0
BG_10432	0	0	0	0
BG_10433	0	0	0	0
BG_10434	0	0	0	0
BG_10435	0	0	0	0
BG_10436	0	0	0	0
BG_10437	0	0	0	0
BG_10438	0	0	0	0
BG_10439	0	0	0	0
BG_10440	0	0	0	0
BG_10441	0	0	0	0
BG_10442	0	0	0	0
BG_10443	0	0	0	0
BG_10444	0	0	0	0
BG_10445	0	0	0	0
BG_10446	0	0	0	0
BG_10447	0	0	0	0
BG_10448	0	0	0	0
BG_10449	0	0	0	0
BG_10450	0	0	0	0
BG_10451	0	0	0	0
BG_10452	0	0	0	0
BG_10453	0	0	0	0
BG_10454	0	0	0	0
BG_10455	0	0	0	0
BG_10456	0	0	0	0
BG_10457	0	0	0	0
BG_10458	0	0	0	0
BG_10459	0	0	0	0
BG_10460	0	0	0	0
BG_10461	0	0	0	0
BG_10462	0	0	0	0
BG_10463	0	0	0	0
BG_10464	0	0	0	0
BG_10465	0	0	0	0
BG_10466	0	0	0	0
BG_10467	0	0	0	0
BG_10468	0	0	0	0
BG_10469	0	0	0	0
BG_10470	0	0	0	0
BG_10471	0	0	0	0
BG_10472	0	0	0	0
BG_10473	0	0	0	0
BG_10474	0	0	0	0
BG_10475	0	0	0	0
BG_10476	0	0	0	0
BG_10477	0	0	0	0
BG_10478	0	0	0	0
BG_10479	0	0	0	0
BG_10480	0	0	0	0
BG_10481	0	0	0	0
BG_10482	0	0	0	0
BG_10483	0	0	0	0
BG_10484	0	0	0	0
BG_10485	0	0	0	0
BG_10486	0	0	0	0
BG_10487	0	0	0	0
BG_10488	0	0	0	0
BG_10489	0	0	0	0
BG_10490	0	0	0	0
BG_10491	0	0	0	0
BG_10492	0	0	0	0
BG_10493	0	0	0	0
BG_10494	0	0	0	0
BG_10495	0	0	0	0
BG_10496	0	0	0	0
BG_10497	0	0	0	0
BG_10498	0	0	0	0
BG_10499	0	0	0	0
BG_10500	0	0	0	0
BG_10501	0	0	0	0
BG_10502	0	0	0	0
BG_10503	0	0	0	0
BG_10504	0	0	0	0
BG_10505	0	0	0	0
BG_10506	0	0	0	0
BG_10507	0	0	0	0
BG_10508	0	0	0	0
BG_10509	0	0	0	0
BG_10510	0	0	0	0
BG_10511	0	0	0	0
BG_10512	0	0	0	0
BG_10513	0	0	0	0
BG_10514	0	0	0	0
BG_10515	0	0	0	0
BG_10516	0	0	0	0
BG_10517	0	0	0	0
BG_10518	0	0	0	0
BG_10519	0	0	0	0
BG_10520	0	0	0	0
BG_10521	0	0	0	0
BG_10522	0	0	0	0
BG_10523	0	0	0	0
BG_10524	0	0	0	0
BG_10525	0	0	0	0
BG_10526	0	0	0	0
BG_10527	0	0	0	0
BG_10528	0	0	0	0
BG_10529	0	0	0	0
BG_10530	0	0	0	0
BG_10531	0	0	0	0
BG_10532	0	0	0	0
BG_10533	0	0	0	0
BG_10534	0	0	0	0
BG_10535	0	0	0	0
BG_10536	0	0	0	0
BG_10537	0	0	0	0
BG_10538	0	0	0	0
BG_10539	0	0	0	0
BG_10540	0	0	0	0
BG_10541	0	0	0	0
BG_10542	0	0	0	0
BG_10543	0	0	0	0
BG_10544	0	0	0	0
BG_10545	0	0	0	0
BG_10546	0	0	0	0
BG_10547	0	0	0	0
BG_10548	0	0	0	0
BG_10549	0	0	0	0
BG_10550	0	0	0	0
BG_10551	0	0	0	0
BG_10552	0	0	0	0
BG_10553	0	0	0	0
BG_10554	0	0	0	0
BG_10555	0	0	0	0
BG_10556	0	0	0	0
BG_10557	0	0	0	0
BG_10558	0	0	0	0
BG_10559	0	0	0	0
BG_10560	0	0	0	0
BG_10561	0	0	0	0
BG_10562	0	0	0	0
BG_10563	0	0	0	0
BG_10564	0	0	0	0
BG_10565	0	0	0	0
BG_10566	0	0	0	0
BG_10567	0	0	0	0
BG_10568	0	0	0	0
BG_10569	0	0	0	0
BG_10570	0	0	0	0
BG_10571	0	0	0	0
BG_10572	0	0	0	0
BG_10573	0	0	0	0
BG_10574	0	0	0	0
BG_10575	0	0	0	0
BG_10576	0	0	0	0
BG_10577	0	0	0	0
BG_10578	0	0	0	0
BG_10579	0	0	0	0
BG_10580	0	0	0	0
BG_10581	0	0	0	0
BG_10582	0	0	0	0
BG_10583	0	0	0	0
BG_10584	0	0	0	0
BG_10585	0	0	0	0
BG_10586	0	0	0	0
BG_10587	0	0	0	0
BG_10588	0	0	0	0
BG_10589	0	0	0	0
BG_10590	0	0	0	0
BG_10591	0	0	0	0
BG_10592	0	0	0	0
BG_10593	0	0	0	0
BG_10594	0	0	0	0
BG_10595	0	0	0	0
BG_10596	0	0	0	0
BG_10597	0	0	0	0
BG_10598	0	0	0	0
BG_10599	0	0	0	0
BG_10600	0	0	0	0
BG_10601	0	0	0	0
BG_10602	0	0	0	0
BG_10603	0	0	0	0
BG_10604	0	0	0	0
BG_10605	0	0	0	0
BG_10606	0	0	0	0
BG_10607	0	0	0	0
BG_10608	0	0	0	0
BG_10609	0	0	0	0
BG_10610	0	0	0	0
BG_10611	0	0	0	0
BG_10612	0	0	0	0
BG_10613	0	0	0	0
BG_10614	0	0	0	0
BG_10615	0	0	0	0
BG_10616	0	0	0	0
BG_10617	0	0	0	0
BG_10618	0	0	0	0
BG_10619	0	0	0	0
BG_10620	0	0	0	0
BG_10621	0	0	0	0
BG_10622	0	0	0	0
BG_10623	0	0	0	0
BG_10624	0	0	0	0
BG_10625	0	0	0	0
BG_10626	0	0	0	0
BG_10627	0	0	0	0
BG_10628	0	0	0	0
BG_10629	0	0	0	0
BG_10630	0	0	0	0
BG_10631	0	0	0	0
